"TIMESTAMP","RECORD","Day_of_Year","HourMin","RS_kw_m2_Avg","RS_kw_m2_Max","RS_kw_m2_Min","RS_kw_m2_Std","PAR_Avg","PAR_Max","PAR_Min","mean_wind_vel","mean_wind_vector_mag","mean_vector_wind_dir","sd_wind_dir","WS_ms_Max","WS_ms_Min","WS_ms_Std","AT_C_Max","AT_C_Min","AT_C_Avg","RH_pct_Max","RH_pct_Min","RH_pct_Avg","BP_mB_Avg","PCPN_intrvl_Tot","PCPN_accumulated","RGTemp_C_Avg","TC_C_2_Max","TC_C_2_Min","TC_C_2_Avg","TC_C_10_Max","TC_C_10_Min","TC_C_10_Avg","delta_T_C_Max","delta_T_C_Min","delta_T_C_Avg","Soil_T50_C_Max","Soil_T50_C_Min","Soil_T50_C_Avg","Soil_T100_C_Max","Soil_T100_C_Min","Soil_T100_C_Avg","Soil_T200_C_Max","Soil_T200_C_Min","Soil_T200_C_Avg","Soil_T500_C_Max","Soil_T500_C_Min","Soil_T500_C_Avg","VWC50_Avg","VWC_V_Avg","CS616_50_Avg","CS616_V_Avg","LWmV_Avg","LWmV_Max","LWmV_Min","LWMDry_Tot","LWMCon_Tot","LWMWet_Tot","Batt_volt_Max","Batt_volt_Min","Batt_volt_Avg","Batt_Comm_Max","Batt_Comm_Min","Batt_Comm_Avg","PTemp_Avg","Sta_ID"
"TS","RN","_day_of_year","hours_min","kW/m²","kW/m²","kW/m²","kW/m²","mmol/s/m²","mmol/s/m²","mmol/s/m²","m/s","m/s","Deg","Deg","m/s","m/s","m/s","°C","°C","°C","%","%","%","mB","mm","mm","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","% H2O","% H2O","uSec","uSec","mV","mV","mV","Minutes","Minutes","Minutes","volts","volts","volts","volts","volts","volts","°C",""
"","","Smp","Smp","Avg","Max","Min","Std","Avg","Max","Min","WVc","WVc","WVc","WVc","Max","Min","Std","Max","Min","Avg","Max","Min","Avg","Avg","Tot","Smp","Avg","Max","Min","Avg","Max","Min","Avg","Max","Min","Avg","Max","Min","Avg","Max","Min","Avg","Max","Min","Avg","Max","Min","Avg","Avg","Avg","Avg","Avg","Avg","Max","Min","Tot","Tot","Tot","Max","Min","Avg","Max","Min","Avg","Avg","Smp"
"2020-01-08 01:20:00",64,8,120,0.001,0.001,0.001,0,0,0,0,1.232,1.222,308,7.289,1.764,0.653,0.257,9.1,9.01,9.04,100,100,100,1004.159,0,2.54,"NAN",9.48,9.38,9.43,9.75,9.64,9.7,0.327,0.217,0.271,8.52,8.51,8.51,8.64,8.63,8.64,9.03,9.01,9.02,10.61,10.59,10.6,0.245,0.261,26.05,26.6,490.4,491,490.1,0,0,10,12.82,12.82,12.82,12.63,12.63,12.63,9.99,999
"2020-01-08 01:30:00",65,8,130,0.001,0.001,0.001,0,0,0,0,1.274,1.259,313,8.98,1.601,0.784,0.162,9.08,8.99,9.04,100,100,100,1004.141,0,2.54,"NAN",9.47,9.25,9.36,9.74,9.65,9.68,0.451,0.215,0.322,8.54,8.51,8.52,8.67,8.63,8.64,9.04,9.01,9.02,10.62,10.59,10.6,0.245,0.262,26.05,26.6,490.4,490.8,489.9,0,0,10,12.82,12.82,12.82,12.63,12.62,12.63,9.95,999
"2020-01-08 01:40:00",66,8,140,0.001,0.001,0.001,0,0,0,0,1.273,1.26,309.7,8.14,1.699,0.915,0.169,9.02,8.97,8.99,100,100,100,1004.235,0,2.54,"NAN",9.44,9.25,9.33,9.73,9.61,9.67,0.423,0.222,0.337,8.57,8.54,8.56,8.69,8.66,8.68,9.06,9.04,9.06,10.64,10.61,10.63,0.245,0.262,26.05,26.6,489.9,490.2,489.7,0,0,10,12.82,12.82,12.82,12.63,12.62,12.62,9.86,999
"2020-01-08 01:50:00",67,8,150,0.001,0.001,0.001,0,0,0,0,1.408,1.368,327,13.72,2.287,0.425,0.296,9.02,8.77,8.9,100,100,100,1004.311,0,2.54,"NAN",9.34,9.02,9.19,9.64,9.35,9.48,0.426,0.215,0.29,8.56,8.55,8.56,8.69,8.67,8.68,9.06,9.04,9.05,10.62,10.6,10.61,0.245,0.261,26.06,26.6,489,490.2,487.7,0,0,10,12.82,12.82,12.82,12.62,12.61,12.62,9.75,999
"2020-01-08 02:00:00",68,8,200,0.001,0.001,0.001,0,0,0,0,1.227,1.193,299.9,13.44,1.797,0.523,0.231,8.82,8.59,8.67,100,100,100,1004.256,0,2.54,"NAN",9.13,8.89,8.96,9.48,9.24,9.37,0.525,0.204,0.407,8.59,8.56,8.57,8.71,8.68,8.7,9.08,9.05,9.07,10.64,10.61,10.63,0.245,0.261,26.06,26.6,486.7,488,485.9,0,0,10,12.82,12.82,12.82,12.62,12.61,12.61,9.64,999
"2020-01-08 02:10:00",69,8,210,0.001,0.001,0.001,0,0,0,0,1.429,1.412,284.4,8.58,2.221,0.915,0.262,8.66,8.29,8.44,100,100,100,1004.322,0,2.54,"NAN",8.97,8.55,8.71,9.46,9.04,9.32,0.817,0.374,0.618,8.59,8.58,8.59,8.72,8.71,8.71,9.08,9.07,9.07,10.64,10.62,10.63,0.245,0.262,26.06,26.6,484.4,486.4,482.9,0,0,10,12.82,12.82,12.82,12.61,12.6,12.61,9.48,999
"2020-01-08 02:20:00",70,8,220,0.001,0.001,0.001,0,0,0,0,1.206,1.195,291.4,7.802,1.503,0.751,0.139,8.41,8.29,8.36,100,100,100,1004.285,0,2.54,"NAN",8.74,8.55,8.67,9.37,9.13,9.28,0.692,0.539,0.608,8.61,8.58,8.59,8.73,8.71,8.72,9.09,9.06,9.08,10.64,10.62,10.63,0.245,0.261,26.06,26.6,483.6,484.1,482.9,0,0,10,12.82,12.82,12.82,12.61,12.6,12.6,9.32,999
"2020-01-08 02:30:00",71,8,230,0.001,0.001,0.001,0,0,0,0,1.226,1.213,299.8,8.34,1.764,0.849,0.182,8.34,8.17,8.26,100,100,100,1004.294,0,2.54,"NAN",8.82,8.25,8.56,9.3,9.06,9.19,0.972,0.454,0.627,8.62,8.6,8.62,8.75,8.73,8.74,9.1,9.09,9.1,10.65,10.63,10.64,0.245,0.261,26.07,26.6,482.6,483.6,481.7,0,0,10,12.82,12.82,12.82,12.6,12.6,12.6,9.14,999
"2020-01-08 02:40:00",72,8,240,0.001,0.001,0.001,0,0,0,0,1.451,1.416,299.3,12.45,2.417,0.947,0.289,8.22,8.07,8.11,100,100,100,1004.356,0,2.54,"NAN",8.66,8.24,8.43,9.33,9.04,9.18,0.965,0.573,0.751,8.63,8.61,8.62,8.76,8.74,8.75,9.1,9.09,9.09,10.64,10.62,10.63,0.245,0.261,26.07,26.6,481.1,482.2,480.7,0,0,10,12.82,12.81,12.82,12.6,12.59,12.6,8.95,999
"2020-01-08 02:50:00",73,8,250,0.001,0.001,0.001,0,0,0,0,1.004,0.988,289.5,10.17,1.47,0.229,0.251,8.12,7.809,7.998,100,100,100,1004.398,0,2.54,"NAN",8.49,7.976,8.25,9.19,8.49,8.91,0.781,0.491,0.66,8.66,8.62,8.64,8.79,8.75,8.77,9.13,9.1,9.11,10.65,10.63,10.64,0.245,0.261,26.07,26.6,480,481.2,478.1,0,0,10,12.82,12.81,12.81,12.59,12.59,12.59,8.74,999
"2020-01-08 03:00:00",74,8,300,0.001,0.001,0.001,0,0,0,0,0.178,0.172,304.4,11.18,0.686,0,0.201,7.81,7.707,7.732,100,100,100,1004.334,0,2.54,"NAN",8.13,7.956,8.02,8.61,8.27,8.47,0.634,0.248,0.447,8.68,8.65,8.67,8.81,8.79,8.8,9.14,9.12,9.14,10.67,10.65,10.66,0.245,0.261,26.07,26.6,477.3,478.1,477.1,0,0,10,12.81,12.81,12.81,12.59,12.58,12.59,8.46,999
"2020-01-08 03:10:00",75,8,310,0.001,0.001,0.001,0,0,0,0,0.196,0.166,337.5,24.22,0.686,0,0.188,7.735,7.468,7.56,100,100,100,1004.279,0.254,2.794,"NAN",7.981,7.684,7.831,8.37,8.13,8.25,0.511,0.282,0.419,8.68,8.67,8.68,8.82,8.81,8.82,9.15,9.14,9.14,10.67,10.66,10.66,0.245,0.261,26.08,26.6,475.6,477.6,474.7,0,0,10,12.81,12.81,12.81,12.59,12.58,12.58,8.17,999
"2020-01-08 03:20:00",76,8,320,0.001,0.001,0.001,0,0,0,0,0.272,0.272,317.5,0.836,0.653,0,0.191,7.536,7.109,7.337,100,100,100,1004.283,0,2.794,"NAN",7.961,7.227,7.506,8.3,7.889,8.16,1.024,0.268,0.651,8.68,8.64,8.66,8.82,8.78,8.8,9.15,9.11,9.13,10.66,10.62,10.64,0.245,0.261,26.08,26.6,473.4,475.3,471.1,0,0,10,12.81,12.81,12.81,12.58,12.57,12.58,7.91,999
"2020-01-08 03:30:00",77,8,330,0.001,0.001,0.001,0,0,0,0,0.606,0.606,317.8,1.058,0.915,0.327,0.178,7.137,6.949,7.082,100,100,100,1004.233,0,2.794,"NAN",7.459,7.097,7.329,8.04,7.722,7.885,0.679,0.379,0.555,8.64,8.63,8.64,8.79,8.77,8.78,9.12,9.1,9.1,10.62,10.6,10.61,0.245,0.261,26.08,26.6,470.8,471.4,469.5,0,0,10,12.81,12.81,12.81,12.58,12.57,12.58,7.752,999
"2020-01-08 03:40:00",78,8,340,0.001,0.001,0.001,0,0,0,0,0.838,0.802,334,16.73,1.274,0.425,0.205,6.955,6.669,6.84,100,100,100,1004.248,0,2.794,"NAN",7.222,6.88,7.058,7.824,7.438,7.604,0.858,0.221,0.546,8.65,8.63,8.64,8.8,8.78,8.79,9.12,9.1,9.11,10.62,10.6,10.61,0.246,0.261,26.08,26.6,468.4,469.5,466.7,0,0,10,12.81,12.81,12.81,12.57,12.57,12.57,7.605,999
"2020-01-08 03:50:00",79,8,350,0.001,0.001,0.001,0,0,0,0,1.089,1.064,351.7,12.23,1.339,0.686,0.122,6.696,6.449,6.634,100,100,100,1004.15,0,2.794,"NAN",7.226,6.588,6.915,7.996,7.721,7.863,1.23,0.722,0.948,8.66,8.64,8.65,8.82,8.8,8.81,9.14,9.12,9.13,10.63,10.61,10.62,0.246,0.261,26.08,26.6,466.3,467,464.5,0,0,10,12.81,12.81,12.81,12.57,12.56,12.57,7.42,999
"2020-01-08 04:00:00",80,8,400,0.001,0.001,0.001,0,0,0,0,1.037,1.022,337.1,9.58,1.339,0.817,0.101,6.481,6.288,6.364,100,100,100,1004.111,0,2.794,"NAN",6.813,6.465,6.63,7.841,7.383,7.575,1.168,0.71,0.946,8.67,8.65,8.66,8.83,8.81,8.82,9.14,9.13,9.14,10.63,10.62,10.62,0.246,0.261,26.08,26.6,463.6,464.8,462.9,0,0,10,12.81,12.8,12.81,12.57,12.56,12.56,7.21,999
"2020-01-08 04:10:00",81,8,410,0.001,0.001,0.001,0,0,0,0,0.967,0.962,323.6,6.092,1.143,0.719,0.085,6.398,6.149,6.279,100,100,100,1004.226,0,2.794,"NAN",6.836,6.416,6.62,7.779,7.042,7.443,1.101,0.469,0.824,8.66,8.65,8.65,8.83,8.82,8.82,9.14,9.13,9.14,10.63,10.61,10.62,0.246,0.261,26.08,26.6,462.8,464,461.5,0,0,10,12.8,12.8,12.8,12.56,12.55,12.56,7.008,999
"2020-01-08 04:20:00",82,8,420,0.001,0.001,0.001,0,0,0,0,0.903,0.898,338.9,5.749,1.143,0.588,0.12,6.173,5.989,6.08,100,100,100,1004.378,0,2.794,"NAN",6.484,6.222,6.333,7.398,7.029,7.233,1.141,0.699,0.901,8.66,8.65,8.65,8.84,8.82,8.83,9.15,9.14,9.14,10.63,10.61,10.62,0.246,0.261,26.09,26.6,460.8,461.7,459.9,0,0,10,12.8,12.8,12.8,12.56,12.56,12.56,6.817,999
"2020-01-08 04:30:00",83,8,430,0.001,0.001,0.001,0,0,0,0,0.862,0.857,344.8,5.822,1.241,0.425,0.176,6.14,5.988,6.071,100,100,100,1004.398,0,2.794,"NAN",6.525,6.279,6.399,7.263,6.859,7.066,0.883,0.535,0.667,8.66,8.65,8.66,8.85,8.84,8.85,9.16,9.15,9.15,10.63,10.62,10.62,0.246,0.261,26.09,26.6,460.7,461.4,459.9,0,0,10,12.8,12.8,12.8,12.56,12.55,12.56,6.603,999
"2020-01-08 04:40:00",84,8,440,0.001,0.001,0.001,0,0,0,0,1.013,1.001,333.6,8.98,1.372,0.686,0.145,6.056,5.749,5.931,100,100,100,1004.46,0,2.794,"NAN",6.479,5.999,6.199,7.445,6.846,7.148,1.443,0.681,0.949,8.66,8.64,8.65,8.85,8.84,8.84,9.16,9.15,9.15,10.63,10.61,10.62,0.246,0.261,26.09,26.6,459.3,460.6,457.5,0,0,10,12.8,12.8,12.8,12.56,12.55,12.55,6.391,999
"2020-01-08 04:50:00",85,8,450,0.001,0.001,0.001,0,0,0,0,0.955,0.949,350.3,6.612,1.209,0.621,0.134,5.782,5.608,5.645,100,100,100,1004.498,0,2.794,"NAN",6.049,5.782,5.917,7.377,6.718,6.986,1.489,0.757,1.069,8.64,8.63,8.64,8.85,8.84,8.84,9.16,9.15,9.15,10.61,10.6,10.61,0.246,0.261,26.09,26.6,456.4,457.8,456.1,0,0,10,12.8,12.8,12.8,12.55,12.54,12.55,6.209,999
"2020-01-08 05:00:00",86,8,500,0.001,0.001,0.001,0,0,0,0,0.736,0.731,344.3,7.155,1.013,0.392,0.158,5.856,5.628,5.741,100,100,100,1004.474,0,2.794,"NAN",6.331,5.986,6.099,7.3,6.797,7.057,1.3,0.733,0.958,8.63,8.61,8.62,8.85,8.83,8.84,9.16,9.14,9.15,10.62,10.59,10.6,0.246,0.261,26.09,26.6,457.4,458.6,456.3,0,0,10,12.8,12.79,12.79,12.55,12.55,12.55,6.039,999
"2020-01-08 05:10:00",87,8,510,0.001,0.001,0.001,0,0,0,0,0.751,0.75,333.9,2.39,1.013,0.555,0.118,5.832,5.649,5.766,100,100,100,1004.468,0,2.794,"NAN",6.167,5.784,6.048,7.098,6.825,6.926,1.137,0.671,0.878,8.61,8.59,8.6,8.84,8.82,8.83,9.15,9.14,9.14,10.6,10.58,10.59,0.246,0.261,26.09,26.6,457.7,458.4,456.5,0,0,10,12.79,12.79,12.79,12.55,12.54,12.55,5.911,999
"2020-01-08 05:20:00",88,8,520,0.001,0.001,0.001,0,0,0,0,0.83,0.825,328.7,5.868,1.143,0.392,0.169,5.676,5.567,5.614,100,100,100,1004.317,0,2.794,"NAN",6.12,5.68,5.913,7.061,6.672,6.868,1.36,0.701,0.955,8.6,8.58,8.59,8.83,8.82,8.83,9.15,9.14,9.15,10.59,10.58,10.59,0.246,0.261,26.09,26.6,456.1,456.8,455.5,0,0,10,12.79,12.79,12.79,12.55,12.54,12.54,5.807,999
"2020-01-08 05:30:00",89,8,530,0.001,0.001,0.001,0,0,0,0,0.838,0.828,332.4,8.8,1.143,0.555,0.127,5.635,5.409,5.501,100,100,100,1004.109,0,2.794,"NAN",6.115,5.604,5.77,7.141,6.385,6.595,1.144,0.528,0.825,8.58,8.56,8.57,8.83,8.81,8.82,9.15,9.14,9.14,10.59,10.57,10.58,0.246,0.261,26.09,26.6,455,456.4,454.1,0,0,10,12.79,12.79,12.79,12.55,12.54,12.54,5.705,999
"2020-01-08 05:40:00",90,8,540,0.001,0.001,0.001,0,0,0,0,1.175,1.172,348.3,3.946,1.535,0.784,0.19,5.435,4.949,5.26,100,100,100,1004.219,0,2.794,"NAN",5.735,5.057,5.436,6.79,6.331,6.587,1.694,0.767,1.151,8.57,8.55,8.56,8.83,8.82,8.83,9.16,9.15,9.15,10.59,10.58,10.58,0.246,0.261,26.09,26.6,452.6,454.4,449.5,0,0,10,12.79,12.79,12.79,12.54,12.53,12.54,5.588,999
"2020-01-08 05:50:00",91,8,550,0.001,0.001,0.001,0,0,0,0,1.528,1.523,336,4.609,1.993,0.947,0.252,5.12,4.928,5.022,100,100,100,1004.416,0,2.794,"NAN",5.581,5.139,5.37,6.946,6.238,6.627,1.679,0.933,1.257,8.56,8.52,8.54,8.83,8.81,8.82,9.16,9.14,9.15,10.59,10.56,10.58,0.246,0.261,26.09,26.6,450.2,451.2,449.3,0,0,10,12.79,12.78,12.79,12.54,12.54,12.54,5.469,999
"2020-01-08 06:00:00",92,8,600,0.001,0.001,0.001,0,0,0,0,1.387,1.359,327.4,11.43,1.993,1.013,0.218,5.19,4.908,5.081,100,100,100,1004.667,0,2.794,"NAN",5.75,5.12,5.451,7.224,6.706,6.933,2.054,1.162,1.482,8.53,8.47,8.5,8.81,8.77,8.79,9.15,9.1,9.12,10.57,10.52,10.54,0.246,0.261,26.09,26.6,450.8,452.1,449.1,0,0,10,12.79,12.78,12.78,12.54,12.53,12.54,5.395,999
"2020-01-08 06:10:00",93,8,610,0.001,0.001,0.001,0,0,0,0,1,0.975,328.6,12.67,1.503,0.686,0.142,5.353,5.129,5.179,100,100,100,1004.777,0,2.794,"NAN",5.799,5.333,5.521,7.007,6.455,6.681,1.542,0.691,1.16,8.47,8.44,8.46,8.77,8.76,8.77,9.11,9.1,9.1,10.53,10.51,10.52,0.246,0.261,26.09,26.6,451.8,453.3,451.3,0,0,10,12.78,12.78,12.78,12.54,12.53,12.54,5.393,999
"2020-01-08 06:20:00",94,8,620,0.001,0.001,0.001,0,0,0,0,1.167,1.16,336,6.128,1.503,0.784,0.144,5.871,5.33,5.574,100,100,100,1004.911,0,2.794,"NAN",6.483,5.724,6.018,7.109,6.482,6.821,1.112,0.491,0.804,8.45,8.41,8.43,8.77,8.73,8.75,9.1,9.08,9.09,10.52,10.49,10.5,0.246,0.261,26.09,26.6,455.7,459,453.3,0,0,10,12.78,12.78,12.78,12.54,12.53,12.54,5.381,999
"2020-01-08 06:30:00",95,8,630,0.001,0.001,0.001,0,0,0,0,1.178,1.166,337.6,8.25,1.568,0.882,0.126,6.094,5.588,5.887,100,100,100,1005.101,0,2.794,"NAN",6.495,5.64,6.08,7.302,7,7.147,1.441,0.666,1.068,8.41,8.39,8.4,8.74,8.72,8.73,9.09,9.08,9.09,10.5,10.49,10.49,0.246,0.261,26.09,26.6,458.9,460.8,455.9,0,0,10,12.78,12.78,12.78,12.54,12.53,12.53,5.427,999
"2020-01-08 06:40:00",96,8,640,0.001,0.001,0.001,0,0,0,0,1.202,1.192,335.1,7.438,1.503,0.882,0.149,5.604,5.368,5.426,100,100,100,1005.258,0,2.794,"NAN",5.863,5.526,5.672,7.19,6.801,7.05,1.514,1.217,1.379,8.4,8.39,8.39,8.75,8.73,8.74,9.11,9.09,9.1,10.51,10.49,10.5,0.246,0.261,26.09,26.59,454.3,456.1,453.7,0,0,10,12.78,12.78,12.78,12.54,12.53,12.53,5.494,999
"2020-01-08 06:50:00",97,8,650,0.001,0.001,0.001,0,0,0,0,0.881,0.873,325.4,7.628,1.307,0,0.325,5.557,5.369,5.464,100,100,100,1005.346,0,2.794,"NAN",5.89,5.507,5.698,7.216,6.199,6.84,1.574,0.532,1.142,8.39,8.28,8.37,8.75,8.65,8.73,9.11,9.01,9.09,10.51,10.4,10.49,0.246,0.261,26.09,26.59,454.6,455.6,453.7,0,0,10,12.81,12.78,12.78,12.54,12.53,12.53,5.549,999
